,blockNumber,timeStamp,blockReward
6038,8938702,2019-11-15 13:40:31,2062355252596100000
6039,8938698,2019-11-15 13:40:05,2228637608876049575
6040,8938669,2019-11-15 13:31:59,2132278991600000000
6041,8938510,2019-11-15 12:49:52,2091281558000000000
6042,8938385,2019-11-15 12:20:18,2168008985463000000
6043,8938237,2019-11-15 11:43:58,2091988720699123808
6044,8938127,2019-11-15 11:14:34,2075471420114837694
6045,8938109,2019-11-15 11:11:30,2092710317717805000
6046,8938016,2019-11-15 10:48:35,2043734785864990631
6047,8937964,2019-11-15 10:35:46,2039841490130000000
6048,8937865,2019-11-15 10:13:44,2093659095895170820
6049,8937825,2019-11-15 10:03:19,2208610517673174537
6050,8937760,2019-11-15 09:48:42,2098217362892725819
6051,8937695,2019-11-15 09:36:28,2119725591449313336
6052,8937343,2019-11-15 08:06:27,2112530169679531381
6053,8937327,2019-11-15 08:03:10,2133113716097463632
6054,8937243,2019-11-15 07:43:06,2033043008123008000
6055,8937189,2019-11-15 07:31:35,2043470287018941952
6056,8937134,2019-11-15 07:18:16,2040808600132244540
6057,8936877,2019-11-15 06:18:25,2167389492091162635
6058,8936560,2019-11-15 05:05:14,2036908070230000000
6059,8936504,2019-11-15 04:52:54,2067966745827701677
6060,8936494,2019-11-15 04:50:18,2066008391271747740
6061,8936403,2019-11-15 04:29:30,2107011218956094250
6062,8936387,2019-11-15 04:24:26,2128319004109121576
6063,8936324,2019-11-15 04:10:08,2180779185714514850
6064,8936292,2019-11-15 04:01:21,2099185400652490500
6065,8936156,2019-11-15 03:26:35,2318206224755364350
6066,8936146,2019-11-15 03:23:39,2212762109476559872
6067,8935941,2019-11-15 02:32:10,2119995136863419348
6068,8935913,2019-11-15 02:25:23,2251391053430359392
6069,8935898,2019-11-15 02:21:03,2249499563593562710
6070,8935724,2019-11-15 01:34:45,2176618634231250000
6071,8935389,2019-11-15 00:10:10,2165583585428239624
6072,8935365,2019-11-15 00:03:06,2069289210246925785
6073,8935363,2019-11-15 00:02:44,2036943846096135356
6074,8935362,2019-11-15 00:02:32,2107590156006154600
6075,8935303,2019-11-14 23:49:11,2061784502813475758
6076,8935056,2019-11-14 22:54:14,2018887825180000000
6077,8934998,2019-11-14 22:40:46,2002227021750000000
6078,8934984,2019-11-14 22:37:08,2026453957600000000
6079,8934845,2019-11-14 22:03:31,2036878677500000000
6080,8934794,2019-11-14 21:53:55,2042372400298622421
6081,8934689,2019-11-14 21:28:54,2026532541700000000
6082,8934681,2019-11-14 21:27:49,2022311568541000000
6083,8934600,2019-11-14 21:12:00,2022362096000000000
6084,8934598,2019-11-14 21:11:47,2083076236805147700
6085,8934513,2019-11-14 20:50:27,2011393754852000000
6086,8934437,2019-11-14 20:30:38,2049604535730141000
6087,8934429,2019-11-14 20:28:44,2041242755561140000
6088,8934410,2019-11-14 20:24:32,2067561817265344000
6089,8934385,2019-11-14 20:17:30,2039426856466973399
6090,8934136,2019-11-14 19:17:01,2078370647292001508
6091,8933978,2019-11-14 18:45:42,2091357873168062344
6092,8933646,2019-11-14 17:26:31,2157058542122007688
6093,8933643,2019-11-14 17:25:26,2028959351593870000
6094,8933598,2019-11-14 17:14:05,2099004374748254092
6095,8933588,2019-11-14 17:11:44,2010565734400000000
6096,8933512,2019-11-14 16:54:24,2071075981813318000
6097,8933390,2019-11-14 16:26:30,2024582474000000000
6098,8933346,2019-11-14 16:16:37,2119758952150726500
6099,8933206,2019-11-14 15:48:34,2054595401710000000
6100,8933163,2019-11-14 15:36:45,2000000000000000000
6101,8933001,2019-11-14 14:50:50,2133936091085741266
6102,8932929,2019-11-14 14:31:50,2039299567251586310
6103,8932842,2019-11-14 14:12:24,2139507427542315300
6104,8932775,2019-11-14 13:56:05,2110389889875707469
6105,8932768,2019-11-14 13:53:13,2288057513422517016
6106,8932757,2019-11-14 13:50:45,2100806103121446721
6107,8932740,2019-11-14 13:45:05,2146633460438969680
6108,8932707,2019-11-14 13:36:18,2115558849524441650
6109,8932607,2019-11-14 13:12:21,2108348125881275937
6110,8932475,2019-11-14 12:38:59,2089336355499981000
6111,8932377,2019-11-14 12:14:21,2219940942365311513
6112,8932331,2019-11-14 12:02:54,2123341383999999000
6113,8932300,2019-11-14 11:54:57,2117600256923150000
6114,8932263,2019-11-14 11:46:08,2182733639500000000
6115,8932244,2019-11-14 11:40:59,2186862118545442859
6116,8932230,2019-11-14 11:36:32,2130258112740839212
6117,8932205,2019-11-14 11:31:35,2062989729571585643
6118,8932089,2019-11-14 11:01:44,2031965264911613184
6119,8931960,2019-11-14 10:30:21,2006455620819993000
6120,8931943,2019-11-14 10:27:03,2225250483546056022
6121,8931778,2019-11-14 09:49:16,2073447236971546918
6122,8931758,2019-11-14 09:42:12,2031460197473400000
6123,8931675,2019-11-14 09:23:27,2072625137504142492
6124,8931664,2019-11-14 09:21:30,2168965593759554046
6125,8931486,2019-11-14 08:37:16,2090211345157061458
6126,8931456,2019-11-14 08:30:26,2060585526320794903
6127,8931226,2019-11-14 07:41:31,2078218678002499498
6128,8931184,2019-11-14 07:28:49,2119721684077577700
6129,8931098,2019-11-14 07:05:23,2082698388588218500
6130,8930996,2019-11-14 06:45:01,2118374165974689059
6131,8930830,2019-11-14 06:04:37,2089132663362614816
6132,8930740,2019-11-14 05:40:56,2042180543251821150
6133,8930654,2019-11-14 05:17:42,2225527327573714601
6134,8930617,2019-11-14 05:10:26,2114989711625104000
6135,8930454,2019-11-14 04:30:15,2088712292114645000
6136,8930301,2019-11-14 03:55:38,2073950967707752738
6137,8930193,2019-11-14 03:29:52,2297642546369228164
6138,8930051,2019-11-14 02:53:00,2121700067729416255
6139,8930005,2019-11-14 02:41:02,2071570393200000000
6140,8929973,2019-11-14 02:32:45,2102122870930908587
6141,8929959,2019-11-14 02:28:57,2179223563491872000
6142,8929735,2019-11-14 01:38:57,2083042243171271000
6143,8929683,2019-11-14 01:26:58,2076709416508337680
6144,8929595,2019-11-14 01:05:33,2147191273307912403
6145,8929384,2019-11-14 00:16:16,2048304064785990000
6146,8929289,2019-11-13 23:51:47,2000000000000000000
6147,8929198,2019-11-13 23:32:26,2038355168113293000
6148,8929189,2019-11-13 23:31:45,2011831137600000000
6149,8929146,2019-11-13 23:19:55,2009853475190000000
6150,8929051,2019-11-13 22:56:14,2018118298000000000
6151,8929043,2019-11-13 22:55:24,2021105382649723465
6152,8929023,2019-11-13 22:49:57,2010419449000000000
6153,8929020,2019-11-13 22:49:41,2001921555500000000
6154,8928909,2019-11-13 22:20:03,2057561010528962923
6155,8928842,2019-11-13 22:03:43,2131433963235386295
6156,8928756,2019-11-13 21:41:04,2045325018796347492
6157,8928732,2019-11-13 21:34:49,2020688342252846000
6158,8928485,2019-11-13 20:39:48,2045609594154418000
6159,8928397,2019-11-13 20:18:46,2016479725700000000
6160,8928386,2019-11-13 20:16:04,2088380321600000000
6161,8928223,2019-11-13 19:33:26,2019496689550000000
6162,8928202,2019-11-13 19:27:38,2065558058416848648
6163,8928195,2019-11-13 19:25:47,2070965535419000000
6164,8928160,2019-11-13 19:18:41,2066965659036845450
6165,8928078,2019-11-13 18:59:15,2017077142792041000
6166,8928060,2019-11-13 18:54:10,2054295710712492241
6167,8928015,2019-11-13 18:42:38,2019056837175800000
6168,8927863,2019-11-13 18:10:49,2050424252730147304
6169,8927844,2019-11-13 18:06:25,2141636184232000000
6170,8927764,2019-11-13 17:45:25,2070754254239979000
6171,8927328,2019-11-13 16:06:01,2194150056440000000
6172,8927313,2019-11-13 16:00:11,2115400564864612000
6173,8927206,2019-11-13 15:35:24,2145929774699868021
6174,8927193,2019-11-13 15:31:09,2204110804033586000
6175,8927058,2019-11-13 14:59:10,2080265382790041990
6176,8926990,2019-11-13 14:41:02,2020874386020000000
6177,8926910,2019-11-13 14:23:17,2079737949000000000
6178,8926859,2019-11-13 14:10:57,2112680963581715832
6179,8926581,2019-11-13 13:07:45,2035561969791510800
6180,8926547,2019-11-13 13:02:07,2043201115530000000
6181,8926502,2019-11-13 12:53:25,2031031066300000000
6182,8926356,2019-11-13 12:16:27,2042130510480575840
6183,8926317,2019-11-13 12:08:01,2035789487111285288
6184,8926295,2019-11-13 12:02:42,2208366914517345276
6185,8926225,2019-11-13 11:43:16,2049064491699129906
6186,8926118,2019-11-13 11:16:48,2070703719792633468
6187,8926085,2019-11-13 11:12:30,2087892967609984000
6188,8925887,2019-11-13 10:21:33,2111558052796182422
6189,8925822,2019-11-13 10:06:10,2065341210220952260
6190,8925777,2019-11-13 09:56:43,2197506786691128595
6191,8925687,2019-11-13 09:35:26,2062051669390944186
6192,8925594,2019-11-13 09:12:23,2105954816246868000
6193,8925474,2019-11-13 08:41:33,2204259610164128395
6194,8925452,2019-11-13 08:37:36,2031991701910650000
6195,8925445,2019-11-13 08:35:32,2111802234171925592
6196,8925392,2019-11-13 08:24:33,2024258120428293755
6197,8925381,2019-11-13 08:22:35,2145115068632396243
6198,8925299,2019-11-13 08:02:53,2094312994499556976
6199,8925108,2019-11-13 07:10:44,2078883623778494737
6200,8925078,2019-11-13 07:03:55,2038383944319396000
6201,8925067,2019-11-13 07:01:10,2041532221394400000
6202,8924666,2019-11-13 05:27:38,2046856384900000000
6203,8924618,2019-11-13 05:16:55,2054289935331145928
6204,8924543,2019-11-13 05:00:04,2093204652855348934
6205,8924519,2019-11-13 04:53:27,2071227781658000000
6206,8924479,2019-11-13 04:45:03,2245735379619443670
6207,8924427,2019-11-13 04:31:36,2098051376770088843
6208,8924405,2019-11-13 04:24:53,2023868102910390555
6209,8924367,2019-11-13 04:16:30,2083553652550000000
6210,8924333,2019-11-13 04:08:54,2079779092718010303
6211,8924232,2019-11-13 03:46:02,2052547521843750000
6212,8924211,2019-11-13 03:42:09,2107691251942132257
6213,8924088,2019-11-13 03:10:50,2090985351405108730
6214,8924058,2019-11-13 03:04:17,2056194116367334750
6215,8924023,2019-11-13 02:55:35,2197087988275243250
6216,8923968,2019-11-13 02:43:42,2049841865077720000
6217,8923957,2019-11-13 02:40:59,2074936110891157420
6218,8923955,2019-11-13 02:40:50,2058061171599993000
6219,8923819,2019-11-13 02:06:01,2109094752591266272
6220,8923817,2019-11-13 02:05:46,2045120495568526000
6221,8923797,2019-11-13 02:00:32,2277756656214576839
6222,8923794,2019-11-13 01:59:01,2257860804580340825
6223,8923791,2019-11-13 01:58:02,2021314763670000000
6224,8923771,2019-11-13 01:53:42,2069604796000000000
6225,8923744,2019-11-13 01:46:39,2111597015303402092
6226,8923660,2019-11-13 01:27:26,2091925363270608360
6227,8923540,2019-11-13 00:52:42,2077788122180000000
6228,8923509,2019-11-13 00:44:32,2028824666324040728
6229,8923434,2019-11-13 00:27:26,2117169353915577012
6230,8923268,2019-11-12 23:50:33,2076174113044800000
6231,8923214,2019-11-12 23:37:25,2041548105358052112
6232,8922977,2019-11-12 22:36:20,2035070989200000000
6233,8922930,2019-11-12 22:26:13,2018174581499681636
6234,8922861,2019-11-12 22:11:52,2054657655488800000
6235,8922724,2019-11-12 21:37:36,2033042866688676000
6236,8922655,2019-11-12 21:22:12,2018248486114200000
6237,8922232,2019-11-12 19:44:12,2052616359058999264
6238,8922118,2019-11-12 19:18:50,2000000000000000000
6239,8922117,2019-11-12 19:18:14,2092555296838492164
6240,8922090,2019-11-12 19:11:27,2037931832784461576
6241,8922081,2019-11-12 19:10:12,2032325841790000000
6242,8921940,2019-11-12 18:35:49,2065419633967790140
6243,8921851,2019-11-12 18:17:46,2031663922345600000
6244,8921836,2019-11-12 18:15:07,2127511201138570782
6245,8921740,2019-11-12 17:51:54,2023307631680200000
6246,8921598,2019-11-12 17:18:50,2189279735360000000
6247,8921518,2019-11-12 16:58:19,2003446180000000000
6248,8921434,2019-11-12 16:39:36,2203774505953542000
6249,8921329,2019-11-12 16:15:30,2023139724110200000
6250,8921278,2019-11-12 16:02:33,2080849613982078996
6251,8921264,2019-11-12 15:59:14,2034374514450000000
6252,8921246,2019-11-12 15:56:29,2038020513408767474
6253,8921188,2019-11-12 15:45:30,2082801020506400000
6254,8921168,2019-11-12 15:42:03,2020501751000000000
6255,8921080,2019-11-12 15:20:43,2084103447298669105
6256,8921023,2019-11-12 15:03:13,2046094855931732000
6257,8920898,2019-11-12 14:32:54,2149398060513111524
6258,8920851,2019-11-12 14:19:24,2065631738701562500
6259,8920849,2019-11-12 14:19:12,2032604966330420000
6260,8920752,2019-11-12 13:57:51,2110785776807036160
6261,8920699,2019-11-12 13:44:50,2051209746394039188
6262,8920546,2019-11-12 13:03:51,2080087540664619350
6263,8920457,2019-11-12 12:41:45,2143898347399395556
6264,8920239,2019-11-12 11:41:32,2116574695727172773
6265,8919891,2019-11-12 10:21:22,2087982156769754593
6266,8919752,2019-11-12 09:53:56,2177733160095877506
6267,8919741,2019-11-12 09:51:29,2000000000000000000
6268,8919643,2019-11-12 09:26:30,2175006500080212805
6269,8919633,2019-11-12 09:24:22,2014595030000000000
6270,8919557,2019-11-12 09:09:48,2078233010059469236
6271,8919524,2019-11-12 09:02:10,2107652272717595000
6272,8919416,2019-11-12 08:38:16,2124143715334054938
6273,8919387,2019-11-12 08:31:13,2250967225384495722
6274,8919383,2019-11-12 08:30:09,2219992646748433460
6275,8919032,2019-11-12 07:07:14,2022651455209856198
6276,8918854,2019-11-12 06:23:32,2176814198983352895
6277,8918832,2019-11-12 06:17:25,2101986658928125000
6278,8918794,2019-11-12 06:08:00,2064550992358323200
6279,8918561,2019-11-12 05:14:48,2117845755147056572
6280,8918463,2019-11-12 04:52:08,2054649131454100000
6281,8918296,2019-11-12 04:09:38,2065988788662526806
6282,8918214,2019-11-12 03:43:20,2008451031000000000
6283,8918119,2019-11-12 03:20:02,2161237693364800058
6284,8917890,2019-11-12 02:24:32,2098144289400893000
6285,8917822,2019-11-12 02:08:51,2030601887932806745
6286,8917807,2019-11-12 02:05:13,2173995041852637502
6287,8917635,2019-11-12 01:22:53,2041948388510000000
6288,8917551,2019-11-12 01:03:26,2173630877297961120
6289,8917294,2019-11-12 00:03:39,2175847374173637000
6290,8917267,2019-11-11 23:52:44,2132675234785900000
6291,8917188,2019-11-11 23:34:07,2071952639173713160
6292,8917032,2019-11-11 22:57:04,2031138092699993000
6293,8916998,2019-11-11 22:47:53,2017463001600000000
6294,8916953,2019-11-11 22:36:33,2157680629074048000
6295,8916902,2019-11-11 22:19:46,2037105881073065417
6296,8916623,2019-11-11 21:15:29,2116839975654606502
6297,8916574,2019-11-11 21:04:04,2074663283950000000
6298,8916397,2019-11-11 20:23:25,2050009667251394944
6299,8916307,2019-11-11 20:05:54,2033974453023560580
6300,8916301,2019-11-11 20:04:52,2152023127800127806
6301,8916283,2019-11-11 20:01:16,2035099560022000000
6302,8915903,2019-11-11 18:31:09,2080476670204000000
6303,8915484,2019-11-11 16:47:35,2204377277166212645
6304,8915482,2019-11-11 16:46:49,2111233226372361416
6305,8915481,2019-11-11 16:46:41,2032151400034252902
6306,8915372,2019-11-11 16:18:23,2058019269355626000
6307,8915123,2019-11-11 15:15:41,2127064338832107160
6308,8915054,2019-11-11 14:59:25,2172518371251375037
6309,8914954,2019-11-11 14:36:26,2055026890223612415
6310,8914886,2019-11-11 14:20:22,2116032298085312342
6311,8914845,2019-11-11 14:09:15,2230230653627668724
6312,8914797,2019-11-11 14:00:26,2154641116457737906
6313,8914742,2019-11-11 13:49:43,2050885999189846680
6314,8914643,2019-11-11 13:24:02,2139650715331628792
6315,8914603,2019-11-11 13:14:26,2182913134375870297
6316,8914447,2019-11-11 12:36:32,2102146591823986000
6317,8914415,2019-11-11 12:29:03,2113486336573092160
6318,8914297,2019-11-11 12:01:44,2145267494600000000
6319,8914255,2019-11-11 11:53:56,2000000000000000000
6320,8914068,2019-11-11 11:10:49,2128442153828921013
6321,8913991,2019-11-11 10:54:05,2071236333910193000
6322,8913977,2019-11-11 10:51:25,2234306607330013200
6323,8913915,2019-11-11 10:36:58,2172918579185069668
6324,8913833,2019-11-11 10:18:27,2129239050830084142
6325,8913650,2019-11-11 09:37:51,2026417522080061576
6326,8913607,2019-11-11 09:26:19,2041245809307517000
6327,8913516,2019-11-11 09:04:32,2170756410901087394
6328,8913315,2019-11-11 08:14:54,2098382368390400144
6329,8913258,2019-11-11 08:00:56,2209129124248413172
6330,8913122,2019-11-11 07:25:20,2215797014500000000
6331,8912976,2019-11-11 06:48:12,2161844635588195826
6332,8912883,2019-11-11 06:27:04,2107766112848123526
6333,8912728,2019-11-11 05:49:44,2123329267037054511
6334,8912651,2019-11-11 05:31:24,2028503856001656955
6335,8912590,2019-11-11 05:17:56,2146574423390213825
6336,8912576,2019-11-11 05:14:59,2031835170460284876
6337,8912420,2019-11-11 04:39:29,2104833746855000000
6338,8912260,2019-11-11 04:06:30,2063654983135644590
6339,8912225,2019-11-11 03:58:36,2160337671703776154
6340,8911969,2019-11-11 02:55:44,2216149343203824923
6341,8911879,2019-11-11 02:28:04,2041366373080206250
6342,8911786,2019-11-11 02:06:35,2034511991041371800
6343,8911783,2019-11-11 02:06:17,2000000000000000000
6344,8911740,2019-11-11 01:54:11,2085591794171225717
6345,8911269,2019-11-10 23:52:34,2017632693639000000
6346,8911258,2019-11-10 23:50:31,2085673206365580693
6347,8911250,2019-11-10 23:47:20,2084784979560514636
6348,8911190,2019-11-10 23:31:19,2048462844687757000
6349,8911113,2019-11-10 23:14:59,2012751862220924443
6350,8911111,2019-11-10 23:14:51,2019204160500000000
6351,8911083,2019-11-10 23:06:44,2010610316050000000
6352,8911072,2019-11-10 23:04:18,2051614412565154340
6353,8911055,2019-11-10 23:01:04,2195812473976447816
6354,8910857,2019-11-10 22:17:05,2044406960580000000
6355,8910805,2019-11-10 22:06:17,2030594802724128064
6356,8910664,2019-11-10 21:34:39,2010505611880000000
6357,8910646,2019-11-10 21:28:38,2039787105445273000
6358,8910537,2019-11-10 21:05:23,2117403839518801535
6359,8910274,2019-11-10 20:00:09,2103956765907617160
6360,8909861,2019-11-10 18:16:17,2032580176572426528
6361,8909852,2019-11-10 18:13:56,2017632248000000000
6362,8909826,2019-11-10 18:09:12,2030509569333533726
6363,8909724,2019-11-10 17:45:42,2021412952010000000
6364,8909440,2019-11-10 16:42:25,2112591004930320992
6365,8909410,2019-11-10 16:35:20,2026924787093053664
6366,8909373,2019-11-10 16:25:50,2201267558094388249
6367,8909320,2019-11-10 16:12:06,2064096597487513120
6368,8909300,2019-11-10 16:06:13,2191745788344153739
6369,8909142,2019-11-10 15:26:10,2157270458632356320
6370,8909062,2019-11-10 15:06:18,2060369774468537139
6371,8909059,2019-11-10 15:06:01,2045260489032798300
6372,8909057,2019-11-10 15:05:26,2127244431910404288
6373,8908945,2019-11-10 14:38:34,2184188398220000000
6374,8908915,2019-11-10 14:31:49,2131490950799838747
6375,8908802,2019-11-10 14:05:14,2241908689252698738
6376,8908613,2019-11-10 13:17:11,2097865512444665212
6377,8908482,2019-11-10 12:47:51,2022054278991458560
6378,8908434,2019-11-10 12:37:03,2022994160945137260
6379,8908261,2019-11-10 11:49:42,2061002614468575244
6380,8908016,2019-11-10 10:46:25,2014399530397310000
6381,8907881,2019-11-10 10:13:58,2072501180327150106
6382,8907864,2019-11-10 10:11:17,2075339384129349044
6383,8907516,2019-11-10 08:43:04,2008912996000000000
6384,8907495,2019-11-10 08:37:02,2138752527684446040
6385,8907477,2019-11-10 08:32:48,2025859392400000000
6386,8907449,2019-11-10 08:25:45,2032936773897157728
6387,8907386,2019-11-10 08:13:55,2052099464167431500
6388,8907339,2019-11-10 08:02:47,2157844493788940140
6389,8907289,2019-11-10 07:48:36,2030483892600000000
6390,8907239,2019-11-10 07:37:33,2165488012457011642
6391,8907113,2019-11-10 07:08:00,2125755022087691392
6392,8907070,2019-11-10 06:58:40,2041874949307522700
6393,8907047,2019-11-10 06:51:37,2076249957641486578
6394,8907025,2019-11-10 06:48:57,2016913873437500000
6395,8906976,2019-11-10 06:38:44,2040098765880750000
6396,8906962,2019-11-10 06:35:58,2179712725166729837
6397,8906956,2019-11-10 06:34:51,2077673150021326376
6398,8906550,2019-11-10 04:55:49,2090421690800000000
6399,8906511,2019-11-10 04:47:36,2128252500158560512
6400,8906415,2019-11-10 04:23:54,2006835350530173440
6401,8906383,2019-11-10 04:17:57,2128481404183343760
6402,8906351,2019-11-10 04:08:49,2077306876976972576
6403,8906259,2019-11-10 03:46:57,2127838001876589936
6404,8906241,2019-11-10 03:42:35,2197410611536725740
6405,8906212,2019-11-10 03:35:12,2135228132307310890
6406,8906156,2019-11-10 03:23:21,2103294407174868000
6407,8906133,2019-11-10 03:19:51,2012597420696426670
6408,8906103,2019-11-10 03:15:06,2044247563100000000
6409,8906043,2019-11-10 03:00:34,2105565327380463120
6410,8906005,2019-11-10 02:53:04,2030296585610627100
6411,8905983,2019-11-10 02:47:55,2178601734865950752
6412,8905846,2019-11-10 02:11:44,2130780829126473500
6413,8905826,2019-11-10 02:06:36,2130034448907730104
6414,8905774,2019-11-10 01:53:51,2169036403916862881
6415,8905710,2019-11-10 01:40:15,2188556912388704496
6416,8905571,2019-11-10 01:06:36,2116764952942630000
6417,8905453,2019-11-10 00:38:06,2020412135000000000
6418,8905447,2019-11-10 00:36:55,2072603152184152336
6419,8905407,2019-11-10 00:27:30,2044829320056200000
6420,8905324,2019-11-10 00:06:48,2073132243110270282
6421,8905305,2019-11-10 00:00:06,2199913948613235648
6422,8905140,2019-11-09 23:27:13,2085464901930106212
6423,8905096,2019-11-09 23:18:16,2017135748900000000
6424,8905028,2019-11-09 23:02:54,2078887729978546615
6425,8904908,2019-11-09 22:37:30,2015249595344012380
6426,8904649,2019-11-09 21:34:23,2053272429540000000
6427,8904540,2019-11-09 21:10:14,2047342752384605910
6428,8904478,2019-11-09 20:54:11,2021682243100000000
6429,8904398,2019-11-09 20:34:53,2109681801213788959
6430,8904370,2019-11-09 20:27:32,2020712927600000000
6431,8904217,2019-11-09 19:50:18,2062063024613802928
6432,8904177,2019-11-09 19:42:06,2042079439125631494
6433,8904144,2019-11-09 19:34:00,2023634132176800000
6434,8903908,2019-11-09 18:34:53,2000000000000000000
6435,8903811,2019-11-09 18:15:01,2148363243710671012
6436,8903805,2019-11-09 18:14:10,2060003633302516002
6437,8903770,2019-11-09 18:06:04,2019601733082400000
6438,8903656,2019-11-09 17:38:15,2132299608499979128
6439,8903644,2019-11-09 17:33:17,2089207614311811290
6440,8903615,2019-11-09 17:26:03,2018164134513703424
6441,8903593,2019-11-09 17:22:00,2016928059562318000
6442,8903502,2019-11-09 16:59:10,2054303710284322218
6443,8903493,2019-11-09 16:57:55,2041454392073704236
6444,8903489,2019-11-09 16:57:23,2067486986514323832
6445,8903403,2019-11-09 16:34:26,2198885454309529678
6446,8903351,2019-11-09 16:22:11,2077022725477026083
6447,8903324,2019-11-09 16:16:13,2094525085180134323
6448,8903294,2019-11-09 16:10:32,2145499931152294926
6449,8903289,2019-11-09 16:09:28,2070988524429146246
6450,8903215,2019-11-09 15:49:49,2038337941471655385
6451,8903198,2019-11-09 15:47:01,2020446512855500000
6452,8903122,2019-11-09 15:31:16,2050353128002008425
6453,8903087,2019-11-09 15:20:41,2124307592017743163
6454,8903026,2019-11-09 15:04:47,2127559633714643763
6455,8902949,2019-11-09 14:50:24,2026624366375000000
6456,8902938,2019-11-09 14:47:59,2081486501241040185
6457,8902920,2019-11-09 14:42:49,2025664903728796928
6458,8902807,2019-11-09 14:15:01,2292523586799993000
6459,8902805,2019-11-09 14:14:20,2107183332987137443
6460,8902616,2019-11-09 13:27:14,2131987654229528365
6461,8902611,2019-11-09 13:26:22,2000000000000000000
6462,8902576,2019-11-09 13:18:44,2119526629414663092
6463,8902549,2019-11-09 13:11:30,2018018323000000000
6464,8902325,2019-11-09 12:23:27,2065713539040630060
6465,8902146,2019-11-09 11:38:56,2021196215478767985
6466,8902024,2019-11-09 11:08:53,2124267762143761576
6467,8901831,2019-11-09 10:24:32,2212014970240295971
6468,8901733,2019-11-09 10:04:40,2058768431239540266
6469,8901589,2019-11-09 09:31:14,2045410315204265815
6470,8901455,2019-11-09 09:01:04,2050550422800000000
6471,8901447,2019-11-09 08:59:16,2067214348147003730
6472,8901434,2019-11-09 08:57:10,2088870209200000000
6473,8901396,2019-11-09 08:49:10,2047983209734368000
6474,8901341,2019-11-09 08:35:19,2187396593970721931
6475,8901232,2019-11-09 08:10:35,2179780282945168460
6476,8901163,2019-11-09 07:57:15,2065836591890511077
6477,8900851,2019-11-09 06:34:11,2068336999860461098
6478,8900584,2019-11-09 05:29:09,2075649516240400536
6479,8900448,2019-11-09 04:55:49,2013221412500000000
6480,8900434,2019-11-09 04:53:36,2087604086715042052
6481,8900370,2019-11-09 04:35:15,2156545401083153383
6482,8900341,2019-11-09 04:28:16,2081202134589399117
6483,8900253,2019-11-09 04:05:44,2267572217535260864
6484,8900223,2019-11-09 03:57:29,2240932474625966040
6485,8900185,2019-11-09 03:48:32,2196120214377851408
6486,8900015,2019-11-09 03:09:28,2004898823000000000
6487,8899952,2019-11-09 02:57:49,2034423874150000000
6488,8899915,2019-11-09 02:50:34,2063829723759076274
6489,8899814,2019-11-09 02:30:57,2069460217541791612
6490,8899774,2019-11-09 02:21:56,2055244955456155220
6491,8899549,2019-11-09 01:27:17,2125151255432153846
6492,8899538,2019-11-09 01:23:33,2120093226002034170
6493,8899487,2019-11-09 01:11:47,2190667532856230185
6494,8899187,2019-11-09 00:03:55,2047604099888446134
6495,8899183,2019-11-09 00:03:26,2027097327970000000
6496,8899163,2019-11-08 23:59:07,2086838237500324184
6497,8899110,2019-11-08 23:47:39,2074806888554882272
6498,8899063,2019-11-08 23:34:12,2124195908317575452
6499,8899051,2019-11-08 23:31:10,2030552599943188569
6500,8899035,2019-11-08 23:28:49,2037526774700112244
6501,8898880,2019-11-08 22:46:12,2034010208232538334
6502,8898795,2019-11-08 22:25:44,2028273472400000000
6503,8898526,2019-11-08 21:26:48,2071311415970400000
6504,8898521,2019-11-08 21:26:04,2043719564370000000
6505,8898417,2019-11-08 21:02:48,2074129132710613512
6506,8898388,2019-11-08 20:55:32,2052338486977000000
6507,8898292,2019-11-08 20:32:48,2044424860462484216
6508,8898204,2019-11-08 20:12:45,2091014760000000000
6509,8898200,2019-11-08 20:12:24,2059797427085658116
6510,8898189,2019-11-08 20:09:10,2068014809438127824
6511,8898185,2019-11-08 20:08:35,2058293560518459000
6512,8898039,2019-11-08 19:29:02,2040222523617265954
6513,8898013,2019-11-08 19:22:02,2066366609414018654
6514,8898012,2019-11-08 19:21:56,2029936058500056122
6515,8897959,2019-11-08 19:11:03,2113927688000000000
6516,8897932,2019-11-08 19:05:18,2064186128544460308
6517,8897799,2019-11-08 18:34:37,2045923667725510000
6518,8897777,2019-11-08 18:26:41,2034401771745235860
6519,8897774,2019-11-08 18:25:58,2142437283791915728
6520,8897660,2019-11-08 18:02:09,2006029320000076422
6521,8897380,2019-11-08 16:58:41,2039514235798400000
6522,8897368,2019-11-08 16:56:04,2036761489180189958
6523,8897264,2019-11-08 16:33:04,2103767919700000000
6524,8897219,2019-11-08 16:24:21,2045565495450000000
6525,8897134,2019-11-08 16:04:06,2057388441080861986
6526,8897132,2019-11-08 16:04:01,2047450986780000000
6527,8897032,2019-11-08 15:40:53,2161305283307741339
6528,8897029,2019-11-08 15:40:02,2162381353222657000
6529,8896704,2019-11-08 14:26:38,2018981238479000000
6530,8896654,2019-11-08 14:13:45,2084256450821718486
6531,8896351,2019-11-08 13:02:59,2200630161599776138
6532,8896120,2019-11-08 12:06:59,2102554391271364200
6533,8896021,2019-11-08 11:47:33,2153127678305440100
6534,8895973,2019-11-08 11:36:16,2118147046280785168
6535,8895972,2019-11-08 11:36:09,2108419256687661279
6536,8895821,2019-11-08 11:00:46,2134275136240386355
